iter	Passed	Remaining
332	178433	89484
333	179051	88989
334	179664	88491
335	180260	87984
336	180728	87414
337	181276	86883
338	181822	86352
339	182412	85840
340	182928	85294
341	183468	84760
342	183983	84214
343	184514	83675
344	185178	83196
345	185987	82780
346	186798	82363
347	187418	81861
348	188091	81380
349	188789	80909
350	189453	80423
351	190113	79934
352	190695	79411
353	191292	78894
354	191794	78338
355	192336	77798
356	192979	77300
357	193747	76849
358	194294	76310
359	194934	75807
360	195577	75305
361	196245	74811
362	196887	74307
363	197496	73789
364	198208	73309
365	198836	72798
366	199583	72328
367	200451	71901
368	201076	71384
369	201846	70919
370	202507	70413
371	203199	69918
372	204012	69462
373	204653	68947
374	205410	68470
375	206184	67997
376	207110	67571
377	207746	67050
378	208352	66518
379	208960	65987
380	209658	65483
381	210290	64958
382	210932	64436
383	211535	63901
384	212102	63355
385	212863	62866
386	213783	62422
387	214573	61938
388	215267	61425
389	215953	60909
390	216604	60383
391	217301	59868
392	218269	59427
393	219163	58962
394	219987	58477
395	220924	58020
396	222119	57627
397	223002	57151
398	223194	56497
399	223370	55842
400	223532	55186
401	223690	54531
402	223853	53880
403	224019	53232
404	224198	52589
405	224389	51952
406	224573	51315
407	224757	50680
408	224982	50057
409	225254	49446
410	225464	48823
411	225661	48199
412	225858	47577
413	226089	46965
414	226276	46345
415	226458	45727
416	226656	45113
417	226863	44504
418	227055	43893
419	227351	43305
420	227539	42697
421	227794	42104
422	228105	41522
423	228356	40931
424	228692	40357
425	228997	39778
426	229280	39197
427	229556	38617
428	229793	38031
429	230061	37451
430	230249	36861
431	230510	36283
432	230693	35696
433	230857	35107
434	231029	34521
435	231207	33938
436	231364	33354
437	231549	32776
438	231734	32200
439	231916	31624
440	232092	31050
441	232257	30477
442	232445	29908
443	232645	29342
444	232866	28781
445	233087	28221
446	233315	27663
447	233602	27114
448	233793	26555
449	233978	25997
450	234146	25439
451	234316	24883
452	234486	24328
453	234685	23778
454	234867	23228
455	235098	22684
456	235286	22138
457	235461	21592
458	235651	21049
459	235853	20508
460	236042	19968
461	236219	19429
462	236393	18891
463	236562	18354
464	236727	17818
465	236903	17284
466	237068	16752
467	237218	16220
468	237382	15690
469	237551	15162
470	237695	14635
471	237853	14109
472	238019	13586
473	238191	13065
474	238359	12545
475	238524	12026
476	238685	11508
477	238838	10992
478	239004	10478
479	239176	9965
480	239339	9454
481	239480	8943
482	239630	8434
483	239786	7926
484	239930	7420
485	240090	6916
486	240234	6412
487	240387	5911
488	240551	5411
489	240719	4912
490	240868	4415
491	241004	3918
492	241151	3424
493	241283	2930
494	241423	2438
495	241567	1948
496	241680	1458
497	241808	971
498	241919	484
499	242046	0
